sentid	pairid	condition	comparison	sentence	ROI
1144	572	rock_meaning1_syn2	unexpected	A boulder blocked the path.	1
1145	573	rock_meaning2_syn1	expected	They listened to rock all afternoon.	3
1146	573	rock_meaning2_syn1	unexpected	They listened to metal all afternoon.	3
1147	574	rock_meaning2_syn1	expected	He loves old rock from the 70s.	3
1148	574	rock_meaning2_syn1	unexpected	He loves old metal from the 70s.	3
1149	575	rock_meaning2_syn1	expected	Rock filled the stadium.	0
1150	575	rock_meaning2_syn1	unexpected	metal filled the stadium.	0
1151	576	rock_meaning2_syn1	expected	She prefers rock to pop.	2
1152	576	rock_meaning2_syn1	unexpected	She prefers metal to pop.	2
1153	577	rock_meaning2_syn1	expected	The band played classic rock.	4
1154	577	rock_meaning2_syn1	unexpected	The band played classic metal	4
1155	578	rock_meaning2_syn2	expected	They listened to rock all afternoon.	3
1156	578	rock_meaning2_syn2	unexpected	They listened to punk all afternoon.	3
1157	579	rock_meaning2_syn2	expected	He loves old rock from the 70s.	3
1158	579	rock_meaning2_syn2	unexpected	He loves old punk from the 70s.	3
1159	580	rock_meaning2_syn2	expected	Rock filled the stadium.	0
1160	580	rock_meaning2_syn2	unexpected	punk filled the stadium.	0
1161	581	rock_meaning2_syn2	expected	She prefers rock to pop.	2
1162	581	rock_meaning2_syn2	unexpected	She prefers punk to pop.	2
1163	582	rock_meaning2_syn2	expected	The band played classic rock.	4
1164	582	rock_meaning2_syn2	unexpected	The band played classic punk	4
1165	583	yard_meaning1_syn1	expected	He measured a yard of rope.	3
1166	583	yard_meaning1_syn1	unexpected	He measured a meter of rope.	3
1167	584	yard_meaning1_syn1	expected	The fabric is sold by the yard.	6
1168	584	yard_meaning1_syn1	unexpected	The fabric is sold by the meter	6
1169	585	yard_meaning1_syn1	expected	A yard separated the markers.	1
1170	585	yard_meaning1_syn1	unexpected	A meter separated the markers.	1
1171	586	yard_meaning1_syn1	expected	She cut a yard from the roll.	3
1172	586	yard_meaning1_syn1	unexpected	She cut a meter from the roll.	3
1173	587	yard_meaning1_syn1	expected	The yard was easy to estimate.	1
1174	587	yard_meaning1_syn1	unexpected	The meter was easy to estimate.	1
1175	588	yard_meaning1_syn2	expected	He measured a yard of rope.	3
1176	588	yard_meaning1_syn2	unexpected	He measured a stride of rope.	3
1177	589	yard_meaning1_syn2	expected	The fabric is sold by the yard.	6
1178	589	yard_meaning1_syn2	unexpected	The fabric is sold by the stride	6
1179	590	yard_meaning1_syn2	expected	A yard separated the markers.	1
1180	590	yard_meaning1_syn2	unexpected	A stride separated the markers.	1
1181	591	yard_meaning1_syn2	expected	She cut a yard from the roll.	3
1182	591	yard_meaning1_syn2	unexpected	She cut a stride from the roll.	3
1183	592	yard_meaning1_syn2	expected	The yard was easy to estimate.	1
1184	592	yard_meaning1_syn2	unexpected	The stride was easy to estimate.	1
1185	593	yard_meaning2_syn1	expected	They played in the yard.	4
1186	593	yard_meaning2_syn1	unexpected	They played in the garden	4
1187	594	yard_meaning2_syn1	expected	The yard needed mowing.	1
1188	594	yard_meaning2_syn1	unexpected	The garden needed mowing.	1
1189	595	yard_meaning2_syn1	expected	She planted flowers in the yard.	5
1190	595	yard_meaning2_syn1	unexpected	She planted flowers in the garden	5
1191	596	yard_meaning2_syn1	expected	The yard was full of leaves.	1
1192	596	yard_meaning2_syn1	unexpected	The garden was full of leaves.	1
1193	597	yard_meaning2_syn1	expected	He sat quietly in the yard.	5
1194	597	yard_meaning2_syn1	unexpected	He sat quietly in the garden	5
1195	598	yard_meaning2_syn2	expected	They played in the yard.	4
1196	598	yard_meaning2_syn2	unexpected	They played in the lawn	4
1197	599	yard_meaning2_syn2	expected	The yard needed mowing.	1
1198	599	yard_meaning2_syn2	unexpected	The lawn needed mowing.	1
1199	600	yard_meaning2_syn2	expected	She planted flowers in the yard.	5
1200	600	yard_meaning2_syn2	unexpected	She planted flowers in the lawn	5
1201	601	yard_meaning2_syn2	expected	The yard was full of leaves.	1
1202	601	yard_meaning2_syn2	unexpected	The lawn was full of leaves.	1
1203	602	yard_meaning2_syn2	expected	He sat quietly in the yard.	5
1204	602	yard_meaning2_syn2	unexpected	He sat quietly in the lawn	5
1205	603	coach_meaning1_syn1	expected	The coach encouraged the team.	1
1206	603	coach_meaning1_syn1	unexpected	The mentor encouraged the team.	1
1207	604	coach_meaning1_syn1	expected	She spoke with the coach after practice.	4
1208	604	coach_meaning1_syn1	unexpected	She spoke with the mentor after practice.	4
1209	605	coach_meaning1_syn1	expected	The coach planned the strategy.	1
1210	605	coach_meaning1_syn1	unexpected	The mentor planned the strategy.	1
1211	606	coach_meaning1_syn1	expected	They hired a new coach.	4
1212	606	coach_meaning1_syn1	unexpected	They hired a new mentor	4
1213	607	coach_meaning1_syn1	expected	The coach improved their skills.	1
1214	607	coach_meaning1_syn1	unexpected	The mentor improved their skills.	1
1215	608	coach_meaning1_syn2	expected	The coach encouraged the team.	1
1216	608	coach_meaning1_syn2	unexpected	The tutor encouraged the team.	1
1217	609	coach_meaning1_syn2	expected	She spoke with the coach after practice.	4
1218	609	coach_meaning1_syn2	unexpected	She spoke with the tutor after practice.	4
1219	610	coach_meaning1_syn2	expected	The coach planned the strategy.	1
1220	610	coach_meaning1_syn2	unexpected	The tutor planned the strategy.	1
1221	611	coach_meaning1_syn2	expected	They hired a new coach.	4
1222	611	coach_meaning1_syn2	unexpected	They hired a new tutor	4
1223	612	coach_meaning1_syn2	expected	The coach improved their skills.	1
1224	612	coach_meaning1_syn2	unexpected	The tutor improved their skills.	1
1225	613	coach_meaning2_syn1	expected	The coach arrived late.	1
1226	613	coach_meaning2_syn1	unexpected	The bus arrived late.	1
1227	614	coach_meaning2_syn1	expected	They boarded the coach quickly.	3
1228	614	coach_meaning2_syn1	unexpected	They boarded the bus quickly.	3
1229	615	coach_meaning2_syn1	expected	The coach stopped at the station.	1
1230	615	coach_meaning2_syn1	unexpected	The bus stopped at the station.	1
1231	616	coach_meaning2_syn1	expected	He slept on the coach during the trip.	4
1232	616	coach_meaning2_syn1	unexpected	He slept on the bus during the trip.	4
1233	617	coach_meaning2_syn1	expected	The coach carried a full load.	1
1234	617	coach_meaning2_syn1	unexpected	The bus carried a full load.	1
1235	618	coach_meaning2_syn2	expected	The coach arrived late.	1
1236	618	coach_meaning2_syn2	unexpected	The carriage arrived late.	1
1237	619	coach_meaning2_syn2	expected	They boarded the coach quickly.	3
1238	619	coach_meaning2_syn2	unexpected	They boarded the carriage quickly.	3
1239	620	coach_meaning2_syn2	expected	The coach stopped at the station.	1
1240	620	coach_meaning2_syn2	unexpected	The carriage stopped at the station.	1
1241	621	coach_meaning2_syn2	expected	He slept on the coach during the trip.	4
1242	621	coach_meaning2_syn2	unexpected	He slept on the carriage during the trip.	4
1243	622	coach_meaning2_syn2	expected	The coach carried a full load.	1
1244	622	coach_meaning2_syn2	unexpected	The carriage carried a full load.	1
1245	623	chest_meaning1_syn1	expected	He opened the wooden chest.	4
1246	623	chest_meaning1_syn1	unexpected	He opened the wooden box	4
1247	624	chest_meaning1_syn1	expected	The chest held old clothes.	1
1248	624	chest_meaning1_syn1	unexpected	The box held old clothes.	1
1249	625	chest_meaning1_syn1	expected	They moved the chest upstairs.	3
1250	625	chest_meaning1_syn1	unexpected	They moved the box upstairs.	3
1251	626	chest_meaning1_syn1	expected	The chest was painted red.	1
1252	626	chest_meaning1_syn1	unexpected	The box was painted red.	1
1253	627	chest_meaning1_syn1	expected	She locked the chest securely.	3
1254	627	chest_meaning1_syn1	unexpected	She locked the box securely.	3
1255	628	chest_meaning1_syn2	expected	He opened the wooden chest.	4
1256	628	chest_meaning1_syn2	unexpected	He opened the wooden trunk	4
1257	629	chest_meaning1_syn2	expected	The chest held old clothes.	1
1258	629	chest_meaning1_syn2	unexpected	The trunk held old clothes.	1
1259	630	chest_meaning1_syn2	expected	They moved the chest upstairs.	3
1260	630	chest_meaning1_syn2	unexpected	They moved the trunk upstairs.	3
1261	631	chest_meaning1_syn2	expected	The chest was painted red.	1
1262	631	chest_meaning1_syn2	unexpected	The trunk was painted red.	1
1263	632	chest_meaning1_syn2	expected	She locked the chest securely.	3
1264	632	chest_meaning1_syn2	unexpected	She locked the trunk securely.	3
1265	633	chest_meaning2_syn1	expected	He held his chest in pain.	3
1266	633	chest_meaning2_syn1	unexpected	He held his torso in pain.	3
1267	634	chest_meaning2_syn1	expected	Her chest rose and fell slowly.	1
1268	634	chest_meaning2_syn1	unexpected	Her torso rose and fell slowly.	1
1269	635	chest_meaning2_syn1	expected	The blow struck his chest.	4
1270	635	chest_meaning2_syn1	unexpected	The blow struck his torso	4
1271	636	chest_meaning2_syn1	expected	She pressed her hand to her chest.	6
1272	636	chest_meaning2_syn1	unexpected	She pressed her hand to her torso	6
1273	637	chest_meaning2_syn1	expected	His chest felt tight.	1
1274	637	chest_meaning2_syn1	unexpected	His torso felt tight.	1
1275	638	chest_meaning2_syn2	expected	He held his chest in pain.	3
1276	638	chest_meaning2_syn2	unexpected	He held his breast in pain.	3
1277	639	chest_meaning2_syn2	expected	Her chest rose and fell slowly.	1
1278	639	chest_meaning2_syn2	unexpected	Her breast rose and fell slowly.	1
1279	640	chest_meaning2_syn2	expected	The blow struck his chest.	4
1280	640	chest_meaning2_syn2	unexpected	The blow struck his breast	4
1281	641	chest_meaning2_syn2	expected	She pressed her hand to her chest.	6
1282	641	chest_meaning2_syn2	unexpected	She pressed her hand to her breast	6
1283	642	chest_meaning2_syn2	expected	His chest felt tight.	1
1284	642	chest_meaning2_syn2	unexpected	His breast felt tight.	1
1285	643	seal_meaning1_syn1	expected	The document bore a seal.	4
1286	643	seal_meaning1_syn1	unexpected	The document bore a stamp	4
1287	644	seal_meaning1_syn1	expected	They pressed the seal onto the wax.	3
1288	644	seal_meaning1_syn1	unexpected	They pressed the stamp onto the wax.	3
1289	645	seal_meaning1_syn1	expected	He kept the seal locked away.	3
1290	645	seal_meaning1_syn1	unexpected	He kept the stamp locked away.	3
1291	646	seal_meaning1_syn1	expected	The seal marked the letter.	1
1292	646	seal_meaning1_syn1	unexpected	The stamp marked the letter.	1
1293	647	seal_meaning1_syn1	expected	The seal represented authority.	1
1294	647	seal_meaning1_syn1	unexpected	The stamp represented authority.	1
1295	648	seal_meaning1_syn2	expected	The document bore a seal.	4
1296	648	seal_meaning1_syn2	unexpected	The document bore a emblem	4
1297	649	seal_meaning1_syn2	expected	They pressed the seal onto the wax.	3
1298	649	seal_meaning1_syn2	unexpected	They pressed the emblem onto the wax.	3
1299	650	seal_meaning1_syn2	expected	He kept the seal locked away.	3
1300	650	seal_meaning1_syn2	unexpected	He kept the emblem locked away.	3
1301	651	seal_meaning1_syn2	expected	The seal marked the letter.	1
1302	651	seal_meaning1_syn2	unexpected	The emblem marked the letter.	1
1303	652	seal_meaning1_syn2	expected	The seal represented authority.	1
1304	652	seal_meaning1_syn2	unexpected	The emblem represented authority.	1
1305	653	seal_meaning2_syn1	expected	The jar needed a tighter seal.	5
1306	653	seal_meaning2_syn1	unexpected	The jar needed a tighter closure	5
1307	654	seal_meaning2_syn1	expected	He broke the seal on the bottle.	3
1308	654	seal_meaning2_syn1	unexpected	He broke the closure on the bottle.	3
1309	655	seal_meaning2_syn1	expected	The seal prevented leaks.	1
1310	655	seal_meaning2_syn1	unexpected	The closure prevented leaks.	1
1311	656	seal_meaning2_syn2	expected	The jar needed a tighter seal.	5
1312	656	seal_meaning2_syn2	unexpected	The jar needed a tighter stopper	5
1313	657	seal_meaning2_syn2	expected	He broke the seal on the bottle.	3
1314	657	seal_meaning2_syn2	unexpected	He broke the stopper on the bottle.	3
1315	658	seal_meaning2_syn2	expected	The seal prevented leaks.	1
1316	658	seal_meaning2_syn2	unexpected	The stopper prevented leaks.	1
