Unnamed: 0	wordpos_mod	word_mod	sentid	punctuation	model	prob	surp	wordpos	pairid	condition	comparison	sentence	ROI	freqs	log_freq
8340	6	light.	995	False	FacebookAI/roberta-base	0.4887388544157147	3.2777517773211	6	498	light_meaning2_syn2	expected	The lamp gave off a warm light.	6	38407	10.556021050210775
8341	0	The	996	False	FacebookAI/roberta-base	0.8573106527328491	0.2221100479364395	0	498	light_meaning2_syn2	unexpected	The lamp gave off a warm shine	6	6500900	15.687451340644257
8342	1	lamp	996	False	FacebookAI/roberta-base	0.000406508333981	11.264427185058594	1	498	light_meaning2_syn2	unexpected	The lamp gave off a warm shine	6	1368	7.221835825288449
8343	2	gave	996	False	FacebookAI/roberta-base	0.0830487683415412	3.589897394180298	2	498	light_meaning2_syn2	unexpected	The lamp gave off a warm shine	6	19334	9.869672204041397
8344	3	off	996	False	FacebookAI/roberta-base	0.0762214660644531	3.713658809661865	3	498	light_meaning2_syn2	unexpected	The lamp gave off a warm shine	6	88492	11.390678731822566
8345	4	a	996	False	FacebookAI/roberta-base	0.9537782073020936	0.0682742893695831	4	498	light_meaning2_syn2	unexpected	The lamp gave off a warm shine	6	2959949	14.900682934265681
8346	5	warm	996	False	FacebookAI/roberta-base	0.0179118607193231	5.802940845489502	5	498	light_meaning2_syn2	unexpected	The lamp gave off a warm shine	6	12487	9.432523462195268
8347	6	shine	996	False	FacebookAI/roberta-base	3.80765886802692e-05	14.680736541748049	6	498	light_meaning2_syn2	unexpected	The lamp gave off a warm shine	6	2113	7.656337166430183
8348	0	A	997	False	FacebookAI/roberta-base	0.9172031879425048	0.1246867775917053	0	499	light_meaning2_syn2	expected	A soft light filled the room.	2	2959949	14.900682934265681
8349	1	soft	997	False	FacebookAI/roberta-base	0.0497457161545753	4.329283714294434	1	499	light_meaning2_syn2	expected	A soft light filled the room.	2	9247	9.13216259091216
8350	2	light	997	False	FacebookAI/roberta-base	0.0036561475135385	8.095459938049316	2	499	light_meaning2_syn2	expected	A soft light filled the room.	2	38407	10.556021050210775
8351	3	filled	997	False	FacebookAI/roberta-base	0.4605562090873718	1.1185507774353027	3	499	light_meaning2_syn2	expected	A soft light filled the room.	2	8619	9.061840363657739
8352	4	the	997	False	FacebookAI/roberta-base	0.995733678340912	0.0061681955121457	4	499	light_meaning2_syn2	expected	A soft light filled the room.	2	6500900	15.687451340644257
8353	5	room.	997	False	FacebookAI/roberta-base	0.7838620543479919	0.4016094170510768	5	499	light_meaning2_syn2	expected	A soft light filled the room.	2	37427	10.530174366395803
8354	0	A	998	False	FacebookAI/roberta-base	0.9211218357086182	0.1185360550880432	0	499	light_meaning2_syn2	unexpected	A soft shine filled the room.	2	2959949	14.900682934265681
8355	1	soft	998	False	FacebookAI/roberta-base	0.0425130799412727	4.5559492111206055	1	499	light_meaning2_syn2	unexpected	A soft shine filled the room.	2	9247	9.13216259091216
8356	2	shine	998	False	FacebookAI/roberta-base	6.384316748153651e-06	17.257036209106445	2	499	light_meaning2_syn2	unexpected	A soft shine filled the room.	2	2113	7.656337166430183
8357	3	filled	998	False	FacebookAI/roberta-base	0.1333605796098709	2.9065959453582764	3	499	light_meaning2_syn2	unexpected	A soft shine filled the room.	2	8619	9.061840363657739
8358	4	the	998	False	FacebookAI/roberta-base	0.992999792098999	0.0101346848532557	4	499	light_meaning2_syn2	unexpected	A soft shine filled the room.	2	6500900	15.687451340644257
8359	5	room.	998	False	FacebookAI/roberta-base	0.5258092768490314	2.025136506184936	5	499	light_meaning2_syn2	unexpected	A soft shine filled the room.	2	37427	10.530174366395803
8360	0	The	999	False	FacebookAI/roberta-base	0.6237448453903198	0.6809720396995544	0	500	light_meaning2_syn2	expected	The light reached every corner.	1	6500900	15.687451340644257
8361	1	light	999	False	FacebookAI/roberta-base	0.0053856610320508	7.536660671234131	1	500	light_meaning2_syn2	expected	The light reached every corner.	1	38407	10.556021050210775
8362	2	reached	999	False	FacebookAI/roberta-base	0.0128765758126974	6.279107093811035	2	500	light_meaning2_syn2	expected	The light reached every corner.	1	9017	9.106977858981029
8363	3	every	999	False	FacebookAI/roberta-base	0.1701892465353012	2.554788112640381	3	500	light_meaning2_syn2	expected	The light reached every corner.	1	74954	11.224643212446415
8364	4	corner.	999	False	FacebookAI/roberta-base	0.5238239988684654	2.0163802532479167	4	500	light_meaning2_syn2	expected	The light reached every corner.	1	7217	8.884333185202735
8365	0	The	1000	False	FacebookAI/roberta-base	0.342682421207428	1.545055866241455	0	500	light_meaning2_syn2	unexpected	The shine reached every corner.	1	6500900	15.687451340644257
8366	1	shine	1000	False	FacebookAI/roberta-base	2.0044621123815887e-05	15.606425285339355	1	500	light_meaning2_syn2	unexpected	The shine reached every corner.	1	2113	7.656337166430183
8367	2	reached	1000	False	FacebookAI/roberta-base	0.0003682175884023	11.407154083251951	2	500	light_meaning2_syn2	unexpected	The shine reached every corner.	1	9017	9.106977858981029
8368	3	every	1000	False	FacebookAI/roberta-base	0.705443799495697	0.5033969283103943	3	500	light_meaning2_syn2	unexpected	The shine reached every corner.	1	74954	11.224643212446415
8369	4	corner.	1000	False	FacebookAI/roberta-base	0.5022161323577164	2.369626833125949	4	500	light_meaning2_syn2	unexpected	The shine reached every corner.	1	7217	8.884333185202735
8370	0	The	1001	False	FacebookAI/roberta-base	0.8811507821083069	0.1825392246246338	0	501	light_meaning2_syn2	expected	The morning light woke him early.	2	6500900	15.687451340644257
8371	1	morning	1001	False	FacebookAI/roberta-base	0.2311561405658722	2.113060474395752	1	501	light_meaning2_syn2	expected	The morning light woke him early.	2	20948	9.949846191514146
8372	2	light	1001	False	FacebookAI/roberta-base	0.1099573671817779	3.184983968734741	2	501	light_meaning2_syn2	expected	The morning light woke him early.	2	38407	10.556021050210775
8373	3	woke	1001	False	FacebookAI/roberta-base	0.424297422170639	1.2368521690368652	3	501	light_meaning2_syn2	expected	The morning light woke him early.	2	1354	7.2115567333138015
8374	4	him	1001	False	FacebookAI/roberta-base	0.0373338051140308	4.743373870849609	4	501	light_meaning2_syn2	expected	The morning light woke him early.	2	130499	11.779128505744886
8375	5	early.	1001	False	FacebookAI/roberta-base	0.4928573695942759	3.670704514719546	5	501	light_meaning2_syn2	expected	The morning light woke him early.	2	45123	10.71716953472481
8376	0	The	1002	False	FacebookAI/roberta-base	0.5858523845672607	0.7713908553123474	0	501	light_meaning2_syn2	unexpected	The morning shine woke him early.	2	6500900	15.687451340644257
8377	1	morning	1002	False	FacebookAI/roberta-base	0.2280088812112808	2.132838010787964	1	501	light_meaning2_syn2	unexpected	The morning shine woke him early.	2	20948	9.949846191514146
8378	2	shine	1002	False	FacebookAI/roberta-base	3.337397856739699e-06	18.19284439086914	2	501	light_meaning2_syn2	unexpected	The morning shine woke him early.	2	2113	7.656337166430183
8379	3	woke	1002	False	FacebookAI/roberta-base	0.1814893037080764	2.462043523788452	3	501	light_meaning2_syn2	unexpected	The morning shine woke him early.	2	1354	7.2115567333138015
8380	4	him	1002	False	FacebookAI/roberta-base	0.007917103357613	6.980811595916748	4	501	light_meaning2_syn2	unexpected	The morning shine woke him early.	2	130499	11.779128505744886
8381	5	early.	1002	False	FacebookAI/roberta-base	0.4982132473960518	3.0397793808951974	5	501	light_meaning2_syn2	unexpected	The morning shine woke him early.	2	45123	10.71716953472481
8382	0	The	1003	False	FacebookAI/roberta-base	0.9503405690193176	0.0734834298491478	0	502	light_meaning2_syn2	expected	The light flickered once and went out.	1	6500900	15.687451340644257
8383	1	light	1003	False	FacebookAI/roberta-base	0.1933488398790359	2.3707220554351807	1	502	light_meaning2_syn2	expected	The light flickered once and went out.	1	38407	10.556021050210775
8384	2	flickered	1003	False	FacebookAI/roberta-base	0.6673451562722524	2.3329287806309367	2	502	light_meaning2_syn2	expected	The light flickered once and went out.	1	98	4.59511985013459
8385	3	once	1003	False	FacebookAI/roberta-base	0.0153104495257139	6.029339790344238	3	502	light_meaning2_syn2	expected	The light flickered once and went out.	1	53382	10.885247622203586
8386	4	and	1003	False	FacebookAI/roberta-base	0.0031775869429111	8.297852516174316	4	502	light_meaning2_syn2	expected	The light flickered once and went out.	1	3155093	14.964528847491431
8387	5	went	1003	False	FacebookAI/roberta-base	0.4365227222442627	1.195871353149414	5	502	light_meaning2_syn2	expected	The light flickered once and went out.	1	36500	10.505094936455558
8388	6	out.	1003	False	FacebookAI/roberta-base	0.9023763835430144	0.1560582953970879	6	502	light_meaning2_syn2	expected	The light flickered once and went out.	1	250892	12.432781832403736
8389	0	The	1004	False	FacebookAI/roberta-base	0.7942339777946472	0.3323639929294586	0	502	light_meaning2_syn2	unexpected	The shine flickered once and went out.	1	6500900	15.687451340644257
8390	1	shine	1004	False	FacebookAI/roberta-base	5.1422662181721535e-06	17.569164276123047	1	502	light_meaning2_syn2	unexpected	The shine flickered once and went out.	1	2113	7.656337166430183
8391	2	flickered	1004	False	FacebookAI/roberta-base	0.6177983296996293	3.6655492048885208	2	502	light_meaning2_syn2	unexpected	The shine flickered once and went out.	1	98	4.59511985013459
8392	3	once	1004	False	FacebookAI/roberta-base	0.0153576107695698	6.02490234375	3	502	light_meaning2_syn2	unexpected	The shine flickered once and went out.	1	53382	10.885247622203586
8393	4	and	1004	False	FacebookAI/roberta-base	0.0014136157697066	9.466394424438477	4	502	light_meaning2_syn2	unexpected	The shine flickered once and went out.	1	3155093	14.964528847491431
8394	5	went	1004	False	FacebookAI/roberta-base	0.0953697636723518	3.390324354171753	5	502	light_meaning2_syn2	unexpected	The shine flickered once and went out.	1	36500	10.505094936455558
8395	6	out.	1004	False	FacebookAI/roberta-base	0.6174661368131638	1.0077747711911798	6	502	light_meaning2_syn2	unexpected	The shine flickered once and went out.	1	250892	12.432781832403736
8396	0	They	1005	False	FacebookAI/roberta-base	0.1004244461655616	3.3158175945281982	0	503	scale_meaning1_syn1	expected	They need to scale the wall.	3	443079	13.00150561963087
8397	1	need	1005	False	FacebookAI/roberta-base	0.0060233222320675	7.375225067138672	1	503	scale_meaning1_syn1	expected	They need to scale the wall.	3	70763	11.167105675788504
8398	2	to	1005	False	FacebookAI/roberta-base	0.9990585446357728	0.0013588827569037	2	503	scale_meaning1_syn1	expected	They need to scale the wall.	3	3042375	14.928149347056001
8399	3	scale	1005	False	FacebookAI/roberta-base	0.0093306740745902	6.743803024291992	3	503	scale_meaning1_syn1	expected	They need to scale the wall.	3	7428	8.913146539151807
8400	4	the	1005	False	FacebookAI/roberta-base	0.7872515916824341	0.3451033532619476	4	503	scale_meaning1_syn1	expected	They need to scale the wall.	3	6500900	15.687451340644257
8401	5	wall.	1005	False	FacebookAI/roberta-base	0.3928177179768681	2.7954277396202087	5	503	scale_meaning1_syn1	expected	They need to scale the wall.	3	18747	9.838842359042596
8402	0	They	1006	False	FacebookAI/roberta-base	0.0933670699596405	3.4209423065185547	0	503	scale_meaning1_syn1	unexpected	They need to climb the wall.	3	443079	13.00150561963087
8403	1	need	1006	False	FacebookAI/roberta-base	0.0017749121179804	9.138036727905272	1	503	scale_meaning1_syn1	unexpected	They need to climb the wall.	3	70763	11.167105675788504
8404	2	to	1006	False	FacebookAI/roberta-base	0.9982863068580629	0.0024744269903749	2	503	scale_meaning1_syn1	unexpected	They need to climb the wall.	3	3042375	14.928149347056001
8405	3	climb	1006	False	FacebookAI/roberta-base	0.0057046841830015	7.45363712310791	3	503	scale_meaning1_syn1	unexpected	They need to climb the wall.	3	4233	8.350902451694811
8406	4	the	1006	False	FacebookAI/roberta-base	0.6505761742591858	0.6202101111412048	4	503	scale_meaning1_syn1	unexpected	They need to climb the wall.	3	6500900	15.687451340644257
8407	5	wall.	1006	False	FacebookAI/roberta-base	0.4559382759034633	1.7989656925201416	5	503	scale_meaning1_syn1	unexpected	They need to climb the wall.	3	18747	9.838842359042596
8408	0	He	1007	False	FacebookAI/roberta-base	0.2658668756484985	1.911224126815796	0	504	scale_meaning1_syn1	expected	He tried to scale the mountain.	3	622141	13.340923641485727
8409	1	tried	1007	False	FacebookAI/roberta-base	0.0950339511036872	3.3954131603240967	1	504	scale_meaning1_syn1	expected	He tried to scale the mountain.	3	15389	9.641473226832925
8410	2	to	1007	False	FacebookAI/roberta-base	0.999262273311615	0.0010646956507116	2	504	scale_meaning1_syn1	expected	He tried to scale the mountain.	3	3042375	14.928149347056001
8411	3	scale	1007	False	FacebookAI/roberta-base	0.0549509264528751	4.1857123374938965	3	504	scale_meaning1_syn1	expected	He tried to scale the mountain.	3	7428	8.913146539151807
8412	4	the	1007	False	FacebookAI/roberta-base	0.9056040048599244	0.1430477797985077	4	504	scale_meaning1_syn1	expected	He tried to scale the mountain.	3	6500900	15.687451340644257
8413	5	mountain.	1007	False	FacebookAI/roberta-base	0.4666487425565719	1.5059112012386322	5	504	scale_meaning1_syn1	expected	He tried to scale the mountain.	3	14900	9.60918360377546
8414	0	He	1008	False	FacebookAI/roberta-base	0.3042993247509002	1.7164368629455566	0	504	scale_meaning1_syn1	unexpected	He tried to climb the mountain.	3	622141	13.340923641485727
8415	1	tried	1008	False	FacebookAI/roberta-base	0.0536420904099941	4.2204909324646	1	504	scale_meaning1_syn1	unexpected	He tried to climb the mountain.	3	15389	9.641473226832925
8416	2	to	1008	False	FacebookAI/roberta-base	0.9994574189186096	0.0007829964742995	2	504	scale_meaning1_syn1	unexpected	He tried to climb the mountain.	3	3042375	14.928149347056001
8417	3	climb	1008	False	FacebookAI/roberta-base	0.8151750564575195	0.2948181629180908	3	504	scale_meaning1_syn1	unexpected	He tried to climb the mountain.	3	4233	8.350902451694811
8418	4	the	1008	False	FacebookAI/roberta-base	0.8498932719230652	0.2346464246511459	4	504	scale_meaning1_syn1	unexpected	He tried to climb the mountain.	3	6500900	15.687451340644257
8419	5	mountain.	1008	False	FacebookAI/roberta-base	0.4159437771886587	2.2081708312034607	5	504	scale_meaning1_syn1	unexpected	He tried to climb the mountain.	3	14900	9.60918360377546
8420	0	The	1009	False	FacebookAI/roberta-base	0.8822669982910156	0.1807127445936203	0	505	scale_meaning1_syn1	expected	The team will scale the cliff.	3	6500900	15.687451340644257
8421	1	team	1009	False	FacebookAI/roberta-base	0.1889451146125793	2.403960943222046	1	505	scale_meaning1_syn1	expected	The team will scale the cliff.	3	39339	10.57999709194305
8422	2	will	1009	False	FacebookAI/roberta-base	0.0294087138026952	5.087612628936768	2	505	scale_meaning1_syn1	expected	The team will scale the cliff.	3	253919	12.444774535760237
8423	3	scale	1009	False	FacebookAI/roberta-base	0.3188200294971466	1.6491857767105105	3	505	scale_meaning1_syn1	expected	The team will scale the cliff.	3	7428	8.913146539151807
8424	4	the	1009	False	FacebookAI/roberta-base	0.9270769953727722	0.1092389300465583	4	505	scale_meaning1_syn1	expected	The team will scale the cliff.	3	6500900	15.687451340644257
8425	5	cliff.	1009	False	FacebookAI/roberta-base	0.2785193538293242	3.7276189029216766	5	505	scale_meaning1_syn1	expected	The team will scale the cliff.	3	1761	7.474204806496124
8426	0	The	1010	False	FacebookAI/roberta-base	0.8808825016021729	0.1829784959554672	0	505	scale_meaning1_syn1	unexpected	The team will climb the cliff.	3	6500900	15.687451340644257
8427	1	team	1010	False	FacebookAI/roberta-base	0.0701024830341339	3.834390640258789	1	505	scale_meaning1_syn1	unexpected	The team will climb the cliff.	3	39339	10.57999709194305
8428	2	will	1010	False	FacebookAI/roberta-base	0.0175121836364269	5.8354973793029785	2	505	scale_meaning1_syn1	unexpected	The team will climb the cliff.	3	253919	12.444774535760237
8429	3	climb	1010	False	FacebookAI/roberta-base	0.3450463414192199	1.5351378917694092	3	505	scale_meaning1_syn1	unexpected	The team will climb the cliff.	3	4233	8.350902451694811
8430	4	the	1010	False	FacebookAI/roberta-base	0.8300188779830933	0.2687839865684509	4	505	scale_meaning1_syn1	unexpected	The team will climb the cliff.	3	6500900	15.687451340644257
8431	5	cliff.	1010	False	FacebookAI/roberta-base	0.3279191073961555	3.845979571342468	5	505	scale_meaning1_syn1	unexpected	The team will climb the cliff.	3	1761	7.474204806496124
8432	0	She	1011	False	FacebookAI/roberta-base	0.0709679201245307	3.8166892528533936	0	506	scale_meaning1_syn1	expected	She began to scale the ladder.	3	272348	12.514839611059164
8433	1	began	1011	False	FacebookAI/roberta-base	0.0608461052179336	4.03869104385376	1	506	scale_meaning1_syn1	expected	She began to scale the ladder.	3	32429	10.386839199301363
8434	2	to	1011	False	FacebookAI/roberta-base	0.9991922974586488	0.0011657432187348	2	506	scale_meaning1_syn1	expected	She began to scale the ladder.	3	3042375	14.928149347056001
8435	3	scale	1011	False	FacebookAI/roberta-base	0.0217010881751775	5.526088714599609	3	506	scale_meaning1_syn1	expected	She began to scale the ladder.	3	7428	8.913146539151807
8436	4	the	1011	False	FacebookAI/roberta-base	0.8894029259681702	0.169090986251831	4	506	scale_meaning1_syn1	expected	She began to scale the ladder.	3	6500900	15.687451340644257
8437	5	ladder.	1011	False	FacebookAI/roberta-base	0.3897774023935199	3.2246929854154587	5	506	scale_meaning1_syn1	expected	She began to scale the ladder.	3	1456	7.284134806195205
8438	0	She	1012	False	FacebookAI/roberta-base	0.1027279049158096	3.283099889755249	0	506	scale_meaning1_syn1	unexpected	She began to climb the ladder.	3	272348	12.514839611059164
8439	1	began	1012	False	FacebookAI/roberta-base	0.0657296180725097	3.927312612533569	1	506	scale_meaning1_syn1	unexpected	She began to climb the ladder.	3	32429	10.386839199301363
8440	2	to	1012	False	FacebookAI/roberta-base	0.9986874461174012	0.0018948639044538	2	506	scale_meaning1_syn1	unexpected	She began to climb the ladder.	3	3042375	14.928149347056001
8441	3	climb	1012	False	FacebookAI/roberta-base	0.7973988652229309	0.326626569032669	3	506	scale_meaning1_syn1	unexpected	She began to climb the ladder.	3	4233	8.350902451694811
8442	4	the	1012	False	FacebookAI/roberta-base	0.772252082824707	0.3728562891483307	4	506	scale_meaning1_syn1	unexpected	She began to climb the ladder.	3	6500900	15.687451340644257
8443	5	ladder.	1012	False	FacebookAI/roberta-base	0.4235659809783101	2.8773017823696136	5	506	scale_meaning1_syn1	unexpected	She began to climb the ladder.	3	1456	7.284134806195205
8444	0	They	1013	False	FacebookAI/roberta-base	0.0994074791669845	3.3305017948150635	0	507	scale_meaning1_syn1	expected	They attempted to scale the structure.	3	443079	13.00150561963087
8445	1	attempted	1013	False	FacebookAI/roberta-base	0.0174977593123912	5.836686134338379	1	507	scale_meaning1_syn1	expected	They attempted to scale the structure.	3	2558	7.847371836159788
8446	2	to	1013	False	FacebookAI/roberta-base	0.9992998838424684	0.00101038813591	2	507	scale_meaning1_syn1	expected	They attempted to scale the structure.	3	3042375	14.928149347056001
8447	3	scale	1013	False	FacebookAI/roberta-base	0.0218593440949916	5.515605926513672	3	507	scale_meaning1_syn1	expected	They attempted to scale the structure.	3	7428	8.913146539151807
8448	4	the	1013	False	FacebookAI/roberta-base	0.8288979530334473	0.2707335948944092	4	507	scale_meaning1_syn1	expected	They attempted to scale the structure.	3	6500900	15.687451340644257
8449	5	structure.	1013	False	FacebookAI/roberta-base	0.2080190917477011	3.9306235909461975	5	507	scale_meaning1_syn1	expected	They attempted to scale the structure.	3	8564	9.05543941075822
8450	0	They	1014	False	FacebookAI/roberta-base	0.1713445484638214	2.545027732849121	0	507	scale_meaning1_syn1	unexpected	They attempted to climb the structure.	3	443079	13.00150561963087
8451	1	attempted	1014	False	FacebookAI/roberta-base	0.1794137060642242	2.478637933731079	1	507	scale_meaning1_syn1	unexpected	They attempted to climb the structure.	3	2558	7.847371836159788
8452	2	to	1014	False	FacebookAI/roberta-base	0.9993237257003784	0.0009760152897797	2	507	scale_meaning1_syn1	unexpected	They attempted to climb the structure.	3	3042375	14.928149347056001
8453	3	climb	1014	False	FacebookAI/roberta-base	0.0022248015739023	8.812108039855957	3	507	scale_meaning1_syn1	unexpected	They attempted to climb the structure.	3	4233	8.350902451694811
8454	4	the	1014	False	FacebookAI/roberta-base	0.956014096736908	0.064896173775196	4	507	scale_meaning1_syn1	unexpected	They attempted to climb the structure.	3	6500900	15.687451340644257
8455	5	structure.	1014	False	FacebookAI/roberta-base	0.3760612246696837	4.7085030823946	5	507	scale_meaning1_syn1	unexpected	They attempted to climb the structure.	3	8564	9.05543941075822
8456	0	They	1015	False	FacebookAI/roberta-base	0.1004244461655616	3.3158175945281982	0	508	scale_meaning1_syn2	expected	They need to scale the wall.	3	443079	13.00150561963087
8457	1	need	1015	False	FacebookAI/roberta-base	0.0060233222320675	7.375225067138672	1	508	scale_meaning1_syn2	expected	They need to scale the wall.	3	70763	11.167105675788504
8458	2	to	1015	False	FacebookAI/roberta-base	0.9990585446357728	0.0013588827569037	2	508	scale_meaning1_syn2	expected	They need to scale the wall.	3	3042375	14.928149347056001
8459	3	scale	1015	False	FacebookAI/roberta-base	0.0093306740745902	6.743803024291992	3	508	scale_meaning1_syn2	expected	They need to scale the wall.	3	7428	8.913146539151807
8460	4	the	1015	False	FacebookAI/roberta-base	0.7872515916824341	0.3451033532619476	4	508	scale_meaning1_syn2	expected	They need to scale the wall.	3	6500900	15.687451340644257
8461	5	wall.	1015	False	FacebookAI/roberta-base	0.3928177179768681	2.7954277396202087	5	508	scale_meaning1_syn2	expected	They need to scale the wall.	3	18747	9.838842359042596
8462	0	They	1016	False	FacebookAI/roberta-base	0.0852877050638198	3.551518440246582	0	508	scale_meaning1_syn2	unexpected	They need to ascend the wall.	3	443079	13.00150561963087
8463	1	need	1016	False	FacebookAI/roberta-base	0.0020606163889169	8.922708511352539	1	508	scale_meaning1_syn2	unexpected	They need to ascend the wall.	3	70763	11.167105675788504
8464	2	to	1016	False	FacebookAI/roberta-base	0.9980852603912354	0.0027650652918964	2	508	scale_meaning1_syn2	unexpected	They need to ascend the wall.	3	3042375	14.928149347056001
8465	3	ascend	1016	False	FacebookAI/roberta-base	7.600868411827832e-05	13.683476448059082	3	508	scale_meaning1_syn2	unexpected	They need to ascend the wall.	3	306	5.726847747587197
8466	4	the	1016	False	FacebookAI/roberta-base	0.8017538785934448	0.3187686800956726	4	508	scale_meaning1_syn2	unexpected	They need to ascend the wall.	3	6500900	15.687451340644257
8467	5	wall.	1016	False	FacebookAI/roberta-base	0.400170610519126	3.85522198677063	5	508	scale_meaning1_syn2	unexpected	They need to ascend the wall.	3	18747	9.838842359042596
8468	0	He	1017	False	FacebookAI/roberta-base	0.2658668756484985	1.911224126815796	0	509	scale_meaning1_syn2	expected	He tried to scale the mountain.	3	622141	13.340923641485727
8469	1	tried	1017	False	FacebookAI/roberta-base	0.0950339511036872	3.3954131603240967	1	509	scale_meaning1_syn2	expected	He tried to scale the mountain.	3	15389	9.641473226832925
8470	2	to	1017	False	FacebookAI/roberta-base	0.999262273311615	0.0010646956507116	2	509	scale_meaning1_syn2	expected	He tried to scale the mountain.	3	3042375	14.928149347056001
8471	3	scale	1017	False	FacebookAI/roberta-base	0.0549509264528751	4.1857123374938965	3	509	scale_meaning1_syn2	expected	He tried to scale the mountain.	3	7428	8.913146539151807
8472	4	the	1017	False	FacebookAI/roberta-base	0.9056040048599244	0.1430477797985077	4	509	scale_meaning1_syn2	expected	He tried to scale the mountain.	3	6500900	15.687451340644257
8473	5	mountain.	1017	False	FacebookAI/roberta-base	0.4666487425565719	1.5059112012386322	5	509	scale_meaning1_syn2	expected	He tried to scale the mountain.	3	14900	9.60918360377546
8474	0	He	1018	False	FacebookAI/roberta-base	0.2973947823047638	1.7495486736297607	0	509	scale_meaning1_syn2	unexpected	He tried to ascend the mountain.	3	622141	13.340923641485727
8475	1	tried	1018	False	FacebookAI/roberta-base	0.0676600635051727	3.885551691055298	1	509	scale_meaning1_syn2	unexpected	He tried to ascend the mountain.	3	15389	9.641473226832925
8476	2	to	1018	False	FacebookAI/roberta-base	0.999338924884796	0.0009540162282064	2	509	scale_meaning1_syn2	unexpected	He tried to ascend the mountain.	3	3042375	14.928149347056001
8477	3	ascend	1018	False	FacebookAI/roberta-base	0.0055939452722668	7.481917858123779	3	509	scale_meaning1_syn2	unexpected	He tried to ascend the mountain.	3	306	5.726847747587197
8478	4	the	1018	False	FacebookAI/roberta-base	0.9604665040969848	0.0581927634775638	4	509	scale_meaning1_syn2	unexpected	He tried to ascend the mountain.	3	6500900	15.687451340644257
8479	5	mountain.	1018	False	FacebookAI/roberta-base	0.4185636825859546	1.9929651170969007	5	509	scale_meaning1_syn2	unexpected	He tried to ascend the mountain.	3	14900	9.60918360377546
8480	0	The	1019	False	FacebookAI/roberta-base	0.8822669982910156	0.1807127445936203	0	510	scale_meaning1_syn2	expected	The team will scale the cliff.	3	6500900	15.687451340644257
8481	1	team	1019	False	FacebookAI/roberta-base	0.1889451146125793	2.403960943222046	1	510	scale_meaning1_syn2	expected	The team will scale the cliff.	3	39339	10.57999709194305
8482	2	will	1019	False	FacebookAI/roberta-base	0.0294087138026952	5.087612628936768	2	510	scale_meaning1_syn2	expected	The team will scale the cliff.	3	253919	12.444774535760237
8483	3	scale	1019	False	FacebookAI/roberta-base	0.3188200294971466	1.6491857767105105	3	510	scale_meaning1_syn2	expected	The team will scale the cliff.	3	7428	8.913146539151807
8484	4	the	1019	False	FacebookAI/roberta-base	0.9270769953727722	0.1092389300465583	4	510	scale_meaning1_syn2	expected	The team will scale the cliff.	3	6500900	15.687451340644257
8485	5	cliff.	1019	False	FacebookAI/roberta-base	0.2785193538293242	3.7276189029216766	5	510	scale_meaning1_syn2	expected	The team will scale the cliff.	3	1761	7.474204806496124
8486	0	The	1020	False	FacebookAI/roberta-base	0.8246575593948364	0.2781329452991485	0	510	scale_meaning1_syn2	unexpected	The team will ascend the cliff.	3	6500900	15.687451340644257
8487	1	team	1020	False	FacebookAI/roberta-base	0.0367477759718894	4.766199111938477	1	510	scale_meaning1_syn2	unexpected	The team will ascend the cliff.	3	39339	10.57999709194305
8488	2	will	1020	False	FacebookAI/roberta-base	0.0270193684846162	5.209862232208252	2	510	scale_meaning1_syn2	unexpected	The team will ascend the cliff.	3	253919	12.444774535760237
8489	3	ascend	1020	False	FacebookAI/roberta-base	0.0057148286141455	7.451074123382568	3	510	scale_meaning1_syn2	unexpected	The team will ascend the cliff.	3	306	5.726847747587197
8490	4	the	1020	False	FacebookAI/roberta-base	0.8749927282333374	0.1926570236682891	4	510	scale_meaning1_syn2	unexpected	The team will ascend the cliff.	3	6500900	15.687451340644257
8491	5	cliff.	1020	False	FacebookAI/roberta-base	0.3437231187417637	5.283334881067276	5	510	scale_meaning1_syn2	unexpected	The team will ascend the cliff.	3	1761	7.474204806496124
8492	0	She	1021	False	FacebookAI/roberta-base	0.0709679201245307	3.8166892528533936	0	511	scale_meaning1_syn2	expected	She began to scale the ladder.	3	272348	12.514839611059164
8493	1	began	1021	False	FacebookAI/roberta-base	0.0608461052179336	4.03869104385376	1	511	scale_meaning1_syn2	expected	She began to scale the ladder.	3	32429	10.386839199301363
8494	2	to	1021	False	FacebookAI/roberta-base	0.9991922974586488	0.0011657432187348	2	511	scale_meaning1_syn2	expected	She began to scale the ladder.	3	3042375	14.928149347056001
8495	3	scale	1021	False	FacebookAI/roberta-base	0.0217010881751775	5.526088714599609	3	511	scale_meaning1_syn2	expected	She began to scale the ladder.	3	7428	8.913146539151807
8496	4	the	1021	False	FacebookAI/roberta-base	0.8894029259681702	0.169090986251831	4	511	scale_meaning1_syn2	expected	She began to scale the ladder.	3	6500900	15.687451340644257
8497	5	ladder.	1021	False	FacebookAI/roberta-base	0.3897774023935199	3.2246929854154587	5	511	scale_meaning1_syn2	expected	She began to scale the ladder.	3	1456	7.284134806195205
8498	0	She	1022	False	FacebookAI/roberta-base	0.0930318310856819	3.42613172531128	0	511	scale_meaning1_syn2	unexpected	She began to ascend the ladder.	3	272348	12.514839611059164
